High_PAGEIND.NS,Low_PAGEIND.NS,Open_PAGEIND.NS,Volume_PAGEIND.NS,sma7,sma21,MACD_diff,rsi,bollinger_mavg,bollinger_low,stoch_k,obv,vpt,return_1d,return_5d,volatility_10d,Close
0.019423892057247316,0.017197539670931905,0.024236597075638855,0.06979707329738462,0.004209245856469868,0.0,0.6239021217172689,0.597477774040577,0.0,0.01194567948062436,0.724130283872835,0.25315054426675865,0.0,0.424843795625069,0.31225277300384746,0.6133962941203228,0.017006278002472508
0.031223305689958514,0.008594617359087675,0.016358972726553067,0.3097174508309633,0.009711588391606019,0.0011244927365665625,0.6323836884201303,0.6739813817381157,0.0012461096583747944,0.010397477548633571,0.8423163881770107,0.30303382302434434,0.026472891751092284,0.6129267374496918,0.43913921143456636,0.6335865826976078,0.029390185788517875
0.04421819149934997,0.03604365280537153,0.03369947839079146,0.11734457151237009,0.01313123868420607,0.003181061828177234,0.6640017820199678,0.7605304533351607,0.0031151039268106917,0.00644557024263126,0.9240406177982153,0.32193341023112315,0.04002830662137273,0.6605358734374598,0.6055087532675252,0.6654668363048242,0.0465448615985567
0.064267245353896,0.05010432664402903,0.045913580667393594,0.13293970857984966,0.021192304420356356,0.0061837453368966955,0.7213788107741246,0.8524503917242627,0.007454250656629413,0.0004888014580052835,0.9805340589652028,0.343344759585991,0.06090748941200566,0.726361947576307,0.649990363704342,0.7200627630567344,0.07065529703205492
0.07758998336601503,0.059666999744740046,0.07009637369203536,0.1292302440361282,0.02877515810892539,0.009779802299252793,0.7254821657073747,0.7547493071754698,0.01142922823961423,0.0,0.7473129524187693,0.3225308588197622,0.05224536436187785,0.37126104609386795,0.6027176788948646,0.7430246545022471,0.0598934105060997
0.06159291064761113,0.04633083079131989,0.05661531941196307,0.06098859754353152,0.03226416538266752,0.012994386896425403,0.6943120413695332,0.6604256733882283,0.01497756038675746,0.0027920365162257266,0.6351010655501469,0.3127079986478999,0.04781533481067586,0.36237363827998204,0.561928948524013,0.6231247521186636,0.04845941480542776
0.04820719735045936,0.046108969315460435,0.0557525529652565,0.05431011892884704,0.03682117102558291,0.01657982500154076,0.6714682322959584,0.6788242203237194,0.018835290742008404,0.006571104552625828,0.673853789798727,0.3214552190406052,0.04920726199305826,0.5180924766269824,0.502798968108475,0.5993713405474689,0.05240818079459936
0.05441276667387357,0.0437976567852249,0.05529419803641766,0.08386803633977061,0.041134134278271506,0.019932304925106337,0.6349948572238255,0.6254396985537387,0.02240090159788588,0.012087023269392816,0.5828771837120995,0.30794738270667055,0.045697948639230435,0.4111713157887219,0.3512674351132796,0.5916599169175063,0.04591300809775828
0.0443265957882511,0.04297603796656585,0.049875227233700414,0.09348187218574729,0.04270365921566699,0.023030920791929033,0.5926331139644722,0.5774070382221574,0.025081280549976825,0.016405475512824674,0.49011665564085066,0.2928911361938846,0.04203777488887893,0.4154331718887883,0.17282172102116045,0.5625660883948655,0.03990959694158763
0.038787645342755084,0.04033346572273461,0.04325262211004599,0.05668292612564098,0.04215931225039182,0.025739533083498523,0.5657309779573159,0.5948040365363476,0.028431097575788322,0.023657072815704727,0.4659732022110792,0.30202052233965976,0.04315475171894276,0.5087056649673132,0.25235796299436,0.5562911660879606,0.04289649042507443
0.036829348051103994,0.024498346717069686,0.04043942735937389,0.03592386822866457,0.03557168786727971,0.0281067947601793,0.5132044539521261,0.46956434125631424,0.030232535394737803,0.028382399325654006,0.2623381408572748,0.2962346025340648,0.03929170062761825,0.30707308474017037,0.21947476466161728,0.6193646116389786,0.026503128591240765
0.01728617005346006,0.014181070665384432,0.016202579005224538,0.08307710060750595,0.029741264917833687,0.029538083420462713,0.46773055087759696,0.4306805315495697,0.03156825661871576,0.03236557018830033,0.19063429004967983,0.2828541547844868,0.036092084173004815,0.4164473796068614,0.16136753404574727,0.5915250642841058,0.020816225594790072
0.01369092757528828,0.0004519675330550976,0.01887174805675157,0.11113488459310082,0.022510987587479825,0.029759864078627407,0.40060835116407095,0.3068700204143246,0.03175784844256879,0.03314585988895391,0.02771168446115367,0.2649547034846779,0.02024654632638452,0.2515386725533736,0.07002083410990123,0.5800716440774166,0.0
0.0,0.0,0.0027942482287296455,0.0947920848729334,0.015221597785408103,0.03012043196878378,0.3699202621239768,0.3333318982923931,0.03204083187055551,0.034254334547136,0.07260308149161704,0.28022197364024304,0.022653381159888103,0.5177144253261577,0.1267605354078285,0.367977327406298,0.003552577066359197
0.004489658657136408,0.0020224737501053913,0.0,0.0701504701139284,0.009730507687236156,0.03067150921467654,0.36788867636089495,0.37477651962208053,0.032920562468266024,0.03786182767069568,0.13527333299020486,0.29152045051418135,0.02541927542637193,0.5399588839785606,0.1441266344956635,0.40709281589865925,0.00911013033203567
0.00456980569346449,0.006432620757378382,0.005391765119843461,0.04122962859677423,0.005043256325714007,0.03147978291185738,0.37265661572511777,0.3708386298995689,0.032118592663187284,0.03583318447701633,0.12832863466139866,0.2848799817551669,0.025241188174784518,0.4706339902655967,0.23903882351663022,0.3985592697861954,0.008494279430635299
0.007781003806857811,0.011059230363423322,0.007842408801343015,0.07907914886660593,0.0,0.030744947909597586,0.3841492837390321,0.37577428746154,0.03171935544150595,0.034726649773064056,0.13510411762901925,0.29761651699476,0.02557486081920124,0.48416522714092797,0.27873156723293396,0.38520615756898385,0.009095124434330304
0.03669533749443382,0.011771200973805684,0.00808770223690386,0.15840351185081364,0.0025466198088314185,0.032107561238927995,0.46377532291866724,0.602411212749669,0.033547925602238404,0.03735164319715578,0.5238779709803028,0.3231290818070903,0.06387895806100019,0.8606714354495351,0.6517506289901596,0.7366067572472467,0.04357131284328758
0.03961367590478221,0.03205249185973885,0.044769248750868074,0.17353706940280747,0.005074609481572789,0.033558424216752036,0.5058542755996678,0.5594455458650971,0.03422022071595088,0.03804138043608296,0.559563058030464,0.29517909712082435,0.05727174055018705,0.4171446451240587,0.5862990258012818,0.7362529386547547,0.03775954527367936
0.08284522014168699,0.038991673332287646,0.03396913030079285,0.4909523202784863,0.017048003796615196,0.036348730580654576,0.613750645134631,0.7424752564536419,0.03731462247521844,0.03573909260486763,0.8852090775149914,0.3742521728659218,0.19546841404039408,0.9235405705277395,0.8303495545283747,0.9999999999999999,0.08024915991890397
0.07489407143068166,0.06925572252787532,0.07548692438418014,0.17114022160624862,0.026639186155682282,0.03867354343152174,0.6531525506596346,0.6588139639100161,0.04000864243592017,0.036896027967149525,0.7529487069894709,0.3466882259261711,0.1824634317280394,0.35705994443685296,0.7520483750875833,0.9754895331672838,0.0678354618267128
