High_INFY.NS,Low_INFY.NS,Volume_INFY.NS,sma7,sma21,rsi,bollinger_mavg,bollinger_high,stoch_k,obv,return_1d,return_5d,Close
0.01012416042675851,0.013833051651338912,0.09289091112538357,0.006197373880710233,0.0,0.5162867181508134,0.0,6.232207264078582e-05,0.503851092976095,0.03396740923203559,0.5674667228914851,0.25258272359539125,0.01372893273677439
0.02122296906632143,0.019861237820191002,0.08149965848966323,0.0067808328299003295,0.0013712642357555094,0.554365078229514,0.0016830356295189364,0.0016026487558606917,0.600064317994819,0.04628195520012733,0.5621841147467475,0.4628662687111752,0.019182912346071335
0.01647527421435252,0.018274826215678497,0.08134322069166826,0.004221960916841183,0.0031220407685220164,0.5747551624933517,0.0033693502886033566,0.0034610127880454478,0.6516205636803576,0.058572863517580315,0.5309672747513359,0.4836374994272596,0.02216058989175601
0.02207184381307503,0.02350979813711901,0.09163892218857796,0.006100921727233921,0.0049306043411440625,0.6024614707410454,0.005231186426646828,0.005690842150073927,0.6885240005462996,0.07241944570786957,0.5440703500454703,0.5476184386644019,0.026235367643172747
0.004370347659571838,0.0037437712759502695,0.18675072589537858,0.004672171811620884,0.005578751699659823,0.4039877796666612,0.005857814152845642,0.005399141160377152,0.07467750555440775,0.044201531164033483,0.2223149961250132,0.3925073963675945,0.0036673214779254226
0.0,0.0,0.10234587142051503,0.0034225986469079706,0.005992628954407497,0.3777841959206696,0.006791194307210369,0.0038666336590733597,0.06861389016403642,0.028737135832705915,0.4478233775848466,0.32693752324266395,0.0
0.003615704958586985,0.00399756295081255,0.11539531827130119,0.0033261212821257824,0.0072436308371306435,0.4352686269525611,0.007944384219751466,0.0024493928977195045,0.22997418337162667,0.04617329418832343,0.5877867748026537,0.3406670311189447,0.007271901140228243
0.006288238349600406,0.005266665673436699,0.06526672954182679,0.002811577437562829,0.008488384545719874,0.4578213418475111,0.008446339055874552,0.0024911441873356477,0.2953528652784045,0.056035055035232706,0.5316171338162481,0.3410192673616896,0.010218272283052554
0.0051563554211492835,0.008217306858190276,0.06407719629761151,0.0015849528640286548,0.008995967270709726,0.4625486452685146,0.009638897578017114,0.0009973996075616776,0.3085679184160673,0.06571707817418188,0.501923685186662,0.31822866039519965,0.010813824993509746
0.009212329427144283,0.011865959477636356,0.0797639807338785,0.0001653924694094422,0.01021417266739233,0.4763804928492096,0.010634613052152186,0.0,0.467791120004596,0.07776936434995663,0.5152373978428195,0.48552650232956124,0.012475128503538047
0.019525045359016446,0.017005712724207034,0.13123359757096895,0.0,0.011791590223313109,0.5721297325179491,0.011062752589223124,0.0011522737025652652,0.8656432319965118,0.09759867651880114,0.6517706487821255,0.6035174553579596,0.02510691803127968
0.021788849921892506,0.020495703523908892,0.07850757964740157,0.002058124955640006,0.011830634883487678,0.5014077355552082,0.011802564224075662,0.0013966289639804064,0.6394843584367269,0.08573623173893533,0.40502999105192644,0.49651932485791556,0.017709619266407572
0.02791996757181414,0.0179575770998473,0.09703009359208907,0.006941599024680445,0.013312784925632815,0.6044018980404995,0.013142760095927852,0.004343913196441396,0.9491702682982919,0.10039741646009065,0.6864687197962448,0.5850082671388065,0.033319258353036396
0.028423032493755718,0.027475738948816664,0.10438870777634966,0.010938429282825901,0.014649688489093426,0.6116586130603257,0.014674883847241804,0.006994791877860063,0.9684679684412252,0.11617048305060398,0.5089730289988363,0.589178032835966,0.03454171318011173
0.028636493051258316,0.023755795131979507,0.3128327793394711,0.013860810409738133,0.01588995105468366,0.5681195107991448,0.015457550170485779,0.008563471401586642,0.851195340913861,0.06890165134144502,0.4425848456672547,0.546254334754677,0.030157268660841563
0.03236518619617107,0.0344003872538432,0.13575308743490655,0.01749217127499819,0.016905823602559267,0.6037979044211929,0.015246679537521568,0.007569604509475747,0.9048706970452471,0.08941385552128911,0.5593975914666297,0.49379179957506714,0.035590090646227424
0.035552163884127796,0.038291664730299324,0.07806191935654182,0.021676321535843535,0.01697575986989741,0.6377835758368398,0.016691491531098224,0.011358265396146705,0.9611901678911062,0.10120896131790455,0.5586050278849548,0.5836237632451408,0.041022998638214514
0.03571149880169172,0.03729473024118485,0.12582442371215738,0.023399066792167744,0.018143975588066574,0.5930445852228486,0.01791848774055127,0.013745165929414216,0.8675146704044248,0.0821969718393408,0.44592616755219827,0.4462284930273085,0.03686096718981474
0.03414991673887996,0.038259526333824956,0.11923225189849326,0.026783426190879922,0.01950849239571928,0.6195259753015184,0.01960756605667513,0.016459750067101098,0.9530771870851228,0.10021288839768216,0.540844054540589,0.4642147627347747,0.040800628570644704
0.035583998819053386,0.04025333249062513,0.0853533007839063,0.027488781804007267,0.020983674309509315,0.5893949893144721,0.02118813932651087,0.018199493925065036,0.8845310149891564,0.08731605955802405,0.46332579925592965,0.47614118638670855,0.03813180073010147
0.044571208824259856,0.042440225975346635,0.11853206917910097,0.02962615219685938,0.023036270222303534,0.6623777809567154,0.02304054122163146,0.02206982108042349,0.9469383939235544,0.10522617895790107,0.6235050365514068,0.5123375018371422,0.04912469146744425
0.04699320989637684,0.04954730613602487,0.1114430384455592,0.032103446626912335,0.024697028907490537,0.6382531840224871,0.02449943481300587,0.025037874781151326,0.8550914337046869,0.08838720754140472,0.47080734903902505,0.46215953586687897,0.04705950095787703
0.040523677607925024,0.04578463958187928,0.0803149354838114,0.03362148238230478,0.0260306219671661,0.6248025197396465,0.025744295769673076,0.02745122732967309,0.8186494326255981,0.07625167245735082,0.4816691922876226,0.4826850836947437,0.04594743560352493
0.03666752890944319,0.04002819899790411,0.09759492615615102,0.033234980457487795,0.026839081274989296,0.5368181848714456,0.026380184447596045,0.02845288038859195,0.6088793482991369,0.061505141899129256,0.40723355315211796,0.4068164438676426,0.03838595023683855
0.02503519968286,0.02410946047494228,0.10831679265602442,0.03235022119170733,0.027067737450008733,0.45884271411663247,0.027801422086540795,0.02770818517696727,0.40896026993861934,0.045138544210280615,0.4057579025114234,0.3744789124043628,0.03082437886355094
0.03093106528443107,0.0303805068748913,0.08688666101992601,0.03046895354682644,0.02827841546818216,0.4310433812483707,0.02926494277797459,0.025732418395919332,0.3368907498128174,0.03201002562538875,0.46034543790353516,0.28653925373284816,0.027965003397905808
0.035775235044605835,0.03932077902760084,0.11203719687660939,0.030250100503295185,0.030104002958326215,0.5090187336094107,0.030801819659310836,0.024868551927306803,0.4804758562757123,0.048938773998587634,0.5986497668332261,0.35530568717934785,0.03663859712224493
0.03469163407938575,0.03858107083868628,0.080634147324818,0.028648230853020096,0.03164482284133624,0.5222338398705422,0.03226597275109333,0.024024896456534106,0.5261860280211458,0.06112254178646487,0.5128023140247442,0.3724264196685332,0.038195359608436064
0.038707135313269636,0.04372648746364771,0.07375914455340193,0.028303642724231137,0.03336335999549522,0.5757735254506142,0.03403981296874464,0.023395209185640864,0.7144475268426012,0.07226750107835189,0.5709086959136721,0.4642760299292825,0.04470842450570611
0.0357115129486591,0.040510649277001154,0.24812936741307226,0.02734440295805013,0.034787853703759586,0.5158325135038643,0.035449039502136126,0.02148150444183683,0.5570750034293195,0.03477531328679995,0.43308990620112825,0.48010494271598037,0.03940267727368879
0.03367188948573546,0.03986749217444785,0.08629784361216214,0.027321132922721425,0.036070998542649835,0.502707418306071,0.03613567549486524,0.021187601007824464,0.5222089155098669,0.02173576463342798,0.4807081679025309,0.49183605600128444,0.038227182050903974
0.04374254842050612,0.034786293435274174,0.13443665236204985,0.02998470738910669,0.037261395707538725,0.5931090667515828,0.03777309953055846,0.02048705300147302,0.8416669747696616,0.042049056320641695,0.6208663109846836,0.5043531019634768,0.048997573710775066
0.04520849176616715,0.04591331649245883,0.11302222311325284,0.03246200812198613,0.03861457752164932,0.5452152574155226,0.03837745371138329,0.02107651250176923,0.719159263765025,0.024971471116765037,0.44713519625314185,0.4665962884823198,0.044867278698241975
